Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2024-05-11,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,ef45c670d0a0426693e1f00831319c32-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-12,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,ef45c670d0a0426693e1f00831319c32-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-13,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,ef45c670d0a0426693e1f00831319c32-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-14,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,ef45c670d0a0426693e1f00831319c32-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-15,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,ef45c670d0a0426693e1f00831319c32-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-16,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,ef45c670d0a0426693e1f00831319c32-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-17,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,ef45c670d0a0426693e1f00831319c32-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-18,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,ef45c670d0a0426693e1f00831319c32-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-19,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,ef45c670d0a0426693e1f00831319c32-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-20,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,ef45c670d0a0426693e1f00831319c32-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-21,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,ef45c670d0a0426693e1f00831319c32-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-22,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,ef45c670d0a0426693e1f00831319c32-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-23,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,ef45c670d0a0426693e1f00831319c32-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-24,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,ef45c670d0a0426693e1f00831319c32-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-25,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,ef45c670d0a0426693e1f00831319c32-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-26,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,ef45c670d0a0426693e1f00831319c32-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-27,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,ef45c670d0a0426693e1f00831319c32-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
2024-05-28,0c5905a270584673b1c4075176ab36ce-100-0,6f78c084f12a4965aaaa74ecee558b1a-100-0,7ace3ecedc2345ce9dfae166cb49833c-100-0,61525a799166496d923f09626259ff6d-100-0,b34d032a89674e75a14acf76b95c675b-100-0,212bb1796fbd4a879f84a4d68f4d5a43-100-0,7a17eaad24e748a080a5f2d3f6238ac9-100-0,79c7e0691950468493d62bfc75d1d5b4-100-0,a9813028233949679b938518ef26a54e-100-0,6565811fe7f145db8df5ee9aefaccd9c-100-0,49eecdc4f8fe498a926a45149babd6f9-100-0,6fbf40e26cc349bc99b08e4bbfbadc50-100-0,1a7a1363197d4a7980daf7df98852ad8-100-0,25f9ea0c6cf14d898c3910d8674434f0-100-0,b45d1e6822464269bc0003d5c6ec23f5-100-0,be074cf3bc2743c2b0a68b1ce4701c69-100-0,dbbd9afef4e64805978031a2abcf5504-100-0,22e950406bd14bbc84bf4714e72b8a9f-100-0,1e092e9977ab462e8bca4af9bdc19d9d-100-0,35a00fd37d4344c887266be4b18887bc-100-0,6d778a764b254533a92eb067d603caff-100-0,4b28a54bdc6645dda040901a48e69198-100-0,5705a693d6a74ea2b3339e0b4381bd47-100-0,465fd992c2174c11b799087da692bdda-100-0,62fed9978a184bb4a8086059f8b746b0-100-0,902a7df49d1949db836104bc5d6ba160-100-0,b9dbce2cd08144ff9de1d59549242ba1-100-0,ef45c670d0a0426693e1f00831319c32-100-0,14fdb9343bb846d8bc88a9ca62c50b69-100-0,be273a276cd847799296a48e083f2402-100-0
